"IDTransakcji","DataSprzedazy","DataWysylki","IDKanalu","Ilosc","CenaJednostkowa","Rabat","KosztJednostkowy","ProduktSurowy","KlientSurowy","Region","StatusZamowienia","NotatkaTechniczna","Kanal","TypKanalu"
"T004632","2025-11-14","2025-11-17","K02","5","138.62","0.1","80.67","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0085  ;  B2B","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T004633","27-11-26","28-11-26","K03","7","134.70","0.1","74.30","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0155  ;  VIP","Południe","W realizacji","legacy_source","Partner","B2B / Partner"
"T004634","22-11-26","25-11-26","K03","10","176.13","0.1","112.40","P033 | Produkt szkoleniowy 33 | Komputery","Klient 0245  ;  B2B","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004635","27-05-25","2025-05-30","K02","4","117.30","0.05","67.11","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0403  ;  VIP","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T004636","06-11-26","10-11-26","K04","5","143.75","0","92.80","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0015  ;  VIP","Północ","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T004637","2026-06-30","01-07-26","K02","2","146.87","0","85.27","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0309  ;  B2B","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T004638","14-09-26","17-09-26","K02","1","103.40","0","27.11","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0013  ;  B2B","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T004639","03-11-26","2026-11-07","K02","6","72.83","0.1","17.50","P036 | Produkt szkoleniowy 36 | Oprogramowanie","Klient 0373  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004640","24-12-25","27-12-25","K03","16","66.20","0.1","32.77","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0013  ;  B2B","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004641","02-11-26","2026-11-04","K01","1","119.76","0.2","64.83","P042 | Produkt szkoleniowy 42 | Elektronika","Klient 0155  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004642","23-12-26","25-12-26","K04","6","95.42","0","45.86","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0041  ;  B2B","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T004643","21-09-26","25-09-26","K02","2","69.43","0","31.75","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0473  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004644","10-03-25","12-03-25","K02","1","89.75","0","51.34","P046 | Produkt szkoleniowy 46 | Elektronika","Klient 0316  ;  Detal","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T004645","24-11-26","25-11-26","K01","1","118.82","0","31.13","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0029  ;  B2B","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T004646","24-07-25","25-07-25","K01","2","134.62","0","81.50","P021 | Produkt szkoleniowy 21 | Komputery","Klient 0260  ;  Detal","Północ","Zrealizowane","legacy_source","Online","E-commerce"
"T004647","21-06-25","24-06-25","K01","10","102.96","0.05","48.07","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0143  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004648","26-06-26","01-07-26","K01","10","69.38","0","34.58","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0220  ;  Detal","Zachód","W realizacji","legacy_source","Online","E-commerce"
"T004649","01-10-26","02-10-26","K01","10","92.69","0","52.89","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0335  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T004650","30-01-26","31-01-26","K01","9","101.04","0.2","25.54","P004 | Produkt szkoleniowy 04 | Oprogramowanie","Klient 0367  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004651","28-09-26","29-09-26","K02","3","100.24","0.05","44.81","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0171  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004652","12-09-26","2026-09-14","K02","3","117.64","0","27.88","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0066  ;  B2C","Zachód","W realizacji","legacy_source","Sklep","Retail"
"T004653","28-04-26","02-05-26","K03","7","125.13","0.1","29.77","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0169  ;  B2B","Wschód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T004654","2026-09-17","20-09-26","K01","6","116.27","0.05","70.44","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0143  ;  VIP","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T004655","2025-06-09","11-06-25","K03","17","67.00","0.1","29.99","P039 | Produkt szkoleniowy 39 | Akcesoria","Klient 0474  ;  B2C","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004656","2026-10-26","27-10-26","K02","7","93.72","0.05","22.90","P032 | Produkt szkoleniowy 32 | Oprogramowanie","Klient 0091  ;  VIP","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T004657","2026-08-07","11-08-26","K03","5","100.02","0.1","48.53","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0377  ;  B2B","Północ","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004658","30-11-26","2026-12-01","K01","8","103.47","0.05","24.99","P048 | Produkt szkoleniowy 48 | Oprogramowanie","Klient 0213  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T004659","2026-12-27","28-12-26","K03","5","98.95","0.1","24.76","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0415    ;  VIP","Północ","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T004660","2026-11-10","12-11-26","K04","5","104.47","0.1","26.95","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0334  ;  B2C","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T004661","03-09-26","04-09-26","K04","4","118.40","0","75.11","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0187  ;  VIP","Wschód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T004662","10-07-26","15-07-26","K01","10","105.81","0.1","68.01","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0083    ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T004663","2026-06-25","30-06-26","K01","10","139.90","0.05","86.18","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0473  ;  B2B","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T004664","2026-09-02","03-09-26","K02","6","189.07","0.05","118.97","P025 | Produkt szkoleniowy 25 | Komputery","Klient 0051  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004665","01-05-26","2026-05-03","K01","3","110.19","0.05","25.68","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0262  ;  B2C","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004666","14-11-25","15-11-25","K02","4","100.21","0.1","45.30","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0247  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004667","2026-02-16","19-02-26","K01","3","103.00","0","25.16","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0455  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T004668","2026-03-29","04-04-26","K01","3","145.59","0","88.09","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0137  ;  B2B","Północ","Zrealizowane","import_batch_02","Online","E-commerce"
"T004669","15-10-26","18-10-26","K03","9","166.11","0.05","98.04","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0359  ;  VIP","Wschód","Anulowane","legacy_source","Partner","B2B / Partner"
"T004670","2026-11-07","09-11-26","K01","7","80.89","0.05","36.89","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0211  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T004671","2025-12-16","20-12-25","K01","8","142.61","0.1","35.94","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0126  ;  B2C","Wschód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004672","11-12-26","13-12-26","K03","4","96.72","0.1","56.81","P030 | Produkt szkoleniowy 30 | Elektronika","Klient 0063  ;  VIP","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004673","22-10-26","24-10-26","K03","8","89.46","0.1","21.78","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0305  ;  B2B","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004674","18-12-26","20-12-26","K01","6","116.46","0.2","29.88","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0129  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T004675","14-09-26","2026-09-16","K04","3","94.45","0.05","53.33","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0048  ;  Detal","Północ","W realizacji","legacy_source","Telefon","Inside Sales"
"T004676","15-08-25","19-08-25","K04","7","114.67","0.05","74.37","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0249    ;  B2B","Zachód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T004677","13-05-26","2026-05-20","K01","7","73.92","0","36.19","P031 | Produkt szkoleniowy 31 | Akcesoria","Klient 0205  ;  B2B","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004678","2026-10-09","13-10-26","K01","10","146.57","0.05","86.12","P005 | Produkt szkoleniowy 05 | Komputery","Klient 0348  ;  Detal","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T004679","17-11-26","19-11-26","K03","11","80.99","0.1","40.39","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0459  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004680","2026-10-27","30-10-26","K01","10","67.21","0","32.51","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0289  ;  B2B","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004681","05-08-25","08-08-25","K02","5","92.90","0.05","52.62","P010 | Produkt szkoleniowy 10 | Elektronika","Klient 0067  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004682","16-04-25","2025-04-19","K02","1","92.62","0","53.08","P018 | Produkt szkoleniowy 18 | Elektronika","Klient 0159  ;  VIP","Południe","W realizacji","legacy_source","Sklep","Retail"
"T004683","29-11-26","02-12-26","K01","3","170.62","0.05","101.65","P026 | Produkt szkoleniowy 26 | Elektronika","Klient 0469  ;  B2B","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004684","24-11-26","25-11-26","K02","4","132.43","0","79.88","P013 | Produkt szkoleniowy 13 | Komputery","Klient 0445  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004685","2026-03-16","20-03-26","K03","8","119.39","0.1","27.98","P044 | Produkt szkoleniowy 44 | Oprogramowanie","Klient 0019  ;  VIP","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004686","2026-10-01","2026-10-04","K04","2","62.13","0","29.75","P027 | Produkt szkoleniowy 27 | Akcesoria","Klient 0459  ;  VIP","Południe","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T004687","21-12-26","2026-12-23","K03","16","104.55","0.1","66.11","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0227  ;  VIP","Wschód","Anulowane","legacy_source","Partner","B2B / Partner"
"T004688","17-12-26","20-12-26","K03","10","86.82","0.2","42.41","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0265  ;  B2B  ","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004689","31-10-25","02-11-25","K03","15","58.14","0.1","28.50","P027 | Produkt szkoleniowy 27 | Akcesoria","Klient 0023  ;  VIP","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T004690","15-10-26","18-10-26","K04","5","128.47","0.05","33.20","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0269  ;  B2B","Zachód","Anulowane","legacy_source","Telefon","Inside Sales"
"T004691","18-11-25","21-11-25","K04","2","118.56","0","67.10","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0023  ;  VIP","Wschód","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T004692","10-06-26","13-06-26","K01","1","97.90","0","47.13","P007 | Produkt szkoleniowy 07 | Akcesoria","Klient 0469  ;  B2B","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T004693","01-06-26","02-06-26","K01","8","78.98","0.05","35.36","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0392  ;  Detal","Wschód","Zrealizowane","legacy_source","Online","E-commerce"
"T004694","27-11-26","01-12-26","K02","4","102.30","0","60.35","P002 | Produkt szkoleniowy 02 | Elektronika","Klient 0385  ;  B2B","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T004695","15-09-25","2025-09-17","K02","1","74.38","0","17.78","P036 | Produkt szkoleniowy 36 | Oprogramowanie","Klient 0103  ;  VIP","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T004696","29-06-26","01-07-26","K02","3","61.42","0.2","27.98","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0317  ;  B2B  ","Południe","Anulowane","legacy_source","Sklep","Retail"
"T004697","08-04-26","11-04-26","K02","1","144.58","0.05","34.84","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0400  ;  Detal","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T004698","14-09-26","18-09-26","K04","3","131.21","0.1","33.99","P008 | Produkt szkoleniowy 08 | Oprogramowanie","Klient 0013  ;  B2B","Zachód","Zrealizowane","import_batch_02","Telefon","Inside Sales"
"T004699","23-12-26","26-12-26","K02","2","88.88","0","41.82","P023 | Produkt szkoleniowy 23 | Akcesoria","Klient 0394  ;  B2C","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004700","2025-10-08","10-10-25","K02","2","86.19","0.05","41.65","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0157  ;  B2B","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004701","06-10-26","08-10-26","K01","5","96.57","0.1","22.62","P040 | Produkt szkoleniowy 40 | Oprogramowanie","Klient 0117  ;  B2B","Zachód","Anulowane","import_batch_02","Online","E-commerce"
"T004702","2026-02-06","2026-02-07","K03","4","93.91","0.1","45.79","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0177  ;  B2B","Południe","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004703","14-08-26","2026-08-17","K02","6","182.40","0.05","106.89","P017 | Produkt szkoleniowy 17 | Komputery","Klient 0397  ;  B2B","Zachód","Zrealizowane","legacy_source","Sklep","Retail"
"T004704","30-12-26","01-01-27","K02","5","90.14","0.05","42.08","P031 | Produkt szkoleniowy 31 | Akcesoria","Klient 0139  ;  VIP","Południe","Zrealizowane","import_batch_02","Sklep","Retail"
"T004705","11-12-26","13-12-26","K03","18","127.91","0.1","30.44","P044 | Produkt szkoleniowy 44 | Oprogramowanie","Klient 0469  ;  B2B","Wschód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004706","05-11-25","09-11-25","K02","1","60.99","0.05","30.33","P011 | Produkt szkoleniowy 11 | Akcesoria","Klient 0415    ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004707","2025-12-09","2025-12-13","K03","11","124.09","0.1","77.12","P021 | Produkt szkoleniowy 21 | Komputery","Klient 0364  ;  Detal","Południe","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T004708","20-11-26","22-11-26","K03","11","145.62","0.1","85.76","P006 | Produkt szkoleniowy 06 | Elektronika","Klient 0433  ;  B2B","Północ","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004709","06-02-26","07-02-26","K03","18","110.85","0.1","26.14","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0500  ;  Detal","Zachód","W realizacji","legacy_source","Partner","B2B / Partner"
"T004710","09-07-26","11-07-26","K02","6","80.52","0","20.05","P012 | Produkt szkoleniowy 12 | Oprogramowanie","Klient 0321  ;  B2B","Zachód","Zrealizowane","import_batch_02","Sklep","Retail"
"T004711","2026-11-09","2026-11-14","K01","1","106.47","0","63.28","P009 | Produkt szkoleniowy 09 | Komputery","Klient 0407  ;  VIP","Południe","W realizacji","legacy_source","Online","E-commerce"
"T004712","24-10-25","2025-10-26","K02","4","142.00","0.1","77.32","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0479  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004713","26-09-26","28-09-26","K01","1","132.36","0.05","79.32","P037 | Produkt szkoleniowy 37 | Komputery","Klient 0447  ;  VIP","Zachód","Zrealizowane","import_batch_02","Online","E-commerce"
"T004714","08-05-26","12-05-26","K02","5","78.98","0","37.74","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0107  ;  VIP","Południe","Zrealizowane","legacy_source","Sklep","Retail"
"T004715","2025-09-11","2025-09-14","K01","9","111.83","0.05","27.73","P044 | Produkt szkoleniowy 44 | Oprogramowanie","Klient 0285  ;  B2B","Zachód","Zrealizowane","legacy_source","Online","E-commerce"
"T004716","2026-12-03","2026-12-05","K03","8","184.13","0.1","110.36","P017 | Produkt szkoleniowy 17 | Komputery","Klient 0349  ;  B2B","Południe","W realizacji","import_batch_02","Partner","B2B / Partner"
"T004717","2026-06-30","02-07-26","K03","9","175.37","0.05","109.70","P033 | Produkt szkoleniowy 33 | Komputery","Klient 0102  ;  B2C","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004718","15-04-26","16-04-26","K02","4","91.99","0","42.54","P035 | Produkt szkoleniowy 35 | Akcesoria","Klient 0237  ;  B2B","Wschód","Zrealizowane","legacy_source","Sklep","Retail"
"T004719","25-03-26","2026-03-26","K03","5","88.87","0.1","41.80","P015 | Produkt szkoleniowy 15 | Akcesoria","Klient 0199  ;  VIP","Zachód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
"T004720","2026-09-04","09-09-26","K01","3","135.78","0.05","78.94","P014 | Produkt szkoleniowy 14 | Elektronika","Klient 0295  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T004721","10-01-25","11-01-25","K04","4","58.08","0.05","27.87","P019 | Produkt szkoleniowy 19 | Akcesoria","Klient 0193  ;  B2B","Południe","Zrealizowane","legacy_source","Telefon","Inside Sales"
"T004722","30-12-26","05-01-27","K01","8","68.60","0.05","31.98","P003 | Produkt szkoleniowy 03 | Akcesoria","Klient 0163  ;  VIP","Południe","Zrealizowane","import_batch_02","Online","E-commerce"
"T004723","09-11-26","2026-11-16","K01","7","78.79","0.1","36.50","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0487  ;  VIP","Południe","Zrealizowane","legacy_source","Online","E-commerce"
"T004724","2026-03-25","29-03-26","K03","18","74.34","0.1","34.06","P047 | Produkt szkoleniowy 47 | Akcesoria","Klient 0048  ;  Detal","Zachód","Zrealizowane","legacy_source","Partner","B2B / Partner"
"T004725","29-09-26","03-10-26","K03","8","123.50","0.1","30.25","P024 | Produkt szkoleniowy 24 | Oprogramowanie","Klient 0293  ;  B2B","Wschód","Zrealizowane","import_batch_02","Partner","B2B / Partner"
